"papel","cotacao","pl","pvp","psr","div_yield","p_ativo","p_cap_giro","p_ebit","p_ativ_circ_liq","ev_ebit","mrg_ebit","mrg_liq","liq_corr","roic","roe","liq_2meses","patrim_liq","div_brut_patrim","cresc_rec_5a","setor","subsetor","empresa","tipo"
"RPMG4","0,26","-0,03","-0,01","0,025","0,00%","0,027","-0,01","-0,03","-0,01","-0,10","-92,18%","-79,42%","0,23","-106,14%","26,44%","0,00","-2.137.820.000,00","-0,02","-1,12%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A PN","PN"
"ESTR3","2,00","-0,03","-0,00","0,012","0,00%","0,008","-0,00","-0,16","-0,00","-4,83","-7,34%","-41,63%","0,17","-5,52%","13,72%","0,00","-421.476.000,00","-0,12","4,09%","Viagens e Lazer","Brinquedos e Jogos","ESTRELA ON","ON"
"TEKA4","8,19","-0,03","-0,00","0,028","0,00%","0,004","-0,00","-0,55","-0,00","-60,39","-5,04%","-99,48%","0,03","-1,31%","10,59%","25.562,30","-1.399.170.000,00","-0,32","8,23%","Tecidos, Vestuário e Calçados","Fios e Tecidos","TEKA S.A. PN","PN"
"TEKA3","8,18","-0,03","-0,00","0,028","0,00%","0,004","-0,00","-0,55","-0,00","-60,39","-5,04%","-99,48%","0,03","-1,31%","10,59%","505,66","-1.399.170.000,00","-0,32","8,23%","Tecidos, Vestuário e Calçados","Fios e Tecidos","TEKA S.A. ON","ON"
"SCLO4","0,41","-0,02","-0,00","0,364","0,00%","0,004","-0,00","-0,16","-0,00","-35,86","-229,48%","-952,03%","0,01","-2,67%","9,00%","0,00","-182.681.000,00","-0,49","17,34%","Tecidos, Vestuário e Calçados","Fios e Tecidos","SCHLOSSER TECIDOS PN","PN"
"PDGR3","2,38","-0,02","-0,03","0,444","0,00%","0,029","-0,03","-0,14","-0,02","-3,53","-325,57%","-1.923,64%","0,40","-24,12%","118,78%","4.701.060,00","-4.180.310.000,00","-0,76","-51,45%","Construção e Engenharia","Construção Civil","PDG REALT ON NM","ON NM"
"TROR4","1,56","-0,02","-0,00","0,355","0,00%","0,316","-0,00","-3,90","-0,00","-726,24","-9,11%","-1.745,52%","0,01","-9,77%","21,14%","0,00","-1.959.650.000,00","-0,80","6,34%","Materiais Diversos","Materiais Diversos","TRORION PN","PN"
"GAFP4","0,05","-0,02","-0,01","0,155","0,00%","0,006","-0,04","-0,20","-0,00","-46,65","-77,57%","-981,28%","0,51","-3,21%","38,79%","0,00","-80.712.500,00","-1,43","-58,09%","Construção e Engenharia","Construção Civil","CIMOB PN","PN"
"MILK33","0,30","-0,01","-0,02","0,074","0,00%","0,028","-0,08","-0,04","-0,02","-0,11","-176,80%","-508,08%","0,50","-70,91%","165,12%","0,00","-516.285.000,00","-0,04","-42,04%","Alimentos","Laticínios","Laep DR3 DR3","DR3"
"CTAX11","0,67","-0,00","-0,00","0,000","0,00%","0,000","-0,01","-0,00","-0,00","-9,75","-7,16%","-6,69%","0,90","-8,44%","76,65%","0,00","-165.358.000,00","-9,04","-15,19%","Serviços","Serviços Diversos","CONTAX PARTICIPAÇÕES S.A. UNT N2","UNT N2"
"CTAX4","0,13","-0,00","-0,00","0,000","0,00%","0,000","-0,01","-0,00","-0,00","-9,75","-7,16%","-6,69%","0,90","-8,44%","76,65%","0,00","-165.358.000,00","-9,04","-15,19%","Serviços","Serviços Diversos","CONTAX PARTICIPAÇÕES S.A. PN N2","PN N2"
"BBTG12","3,15","-0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-78,97%","2.404.250,00","323.295.000,00","0,00","0,00%","Financeiros","Gestão de Recursos e Investimentos","BTG PACTUAL DR3 B","DR3 B"
"RCTB33","57,00","-0,00","0,00","0,014","0,00%","0,000","0,00","-0,01","0,00","-0,01","-279,68%","-387,73%","0,00","0,00%","0,00%","0,00","0,00","0,00","59,69%","Outros","Outros","TELEBRAS R33","R33"
"CGOS4","16,00","-0,00","0,00","0,000","0,00%","0,000","-0,00","-0,16","-0,00","-313,85","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%","Energia Elétrica","Energia Elétrica","CELG PN","PN"
"RCTB31","41,00","-0,00","0,00","0,010","0,00%","0,000","0,00","-0,00","0,00","-0,00","-279,68%","-387,73%","0,00","0,00%","0,00%","0,00","0,00","0,00","59,69%","Outros","Outros","TELEBRAS RON","RON"
"RCTB41","33,51","-0,00","0,00","0,009","0,00%","0,000","0,00","-0,00","0,00","-0,00","-279,68%","-387,73%","0,00","0,00%","0,00%","0,00","0,00","0,00","59,69%","Outros","Outros","TELEBRAS RPN","RPN"
"RCTB42","20,00","-0,00","0,00","0,005","0,00%","0,000","0,00","-0,00","0,00","-0,00","-279,68%","-387,73%","0,00","0,00%","0,00%","0,00","0,00","0,00","59,69%","Outros","Outros","TELEBRAS R42","R42"
"CBMA3","0,01","-0,00","-0,00","93,336","0,00%","0,006","0,00","-1,78","0,00","-11.386,90","-5.249,09%","-12.034.900,00%","0,00","0,00%","15,87%","0,00","-8.174.820.000,00","0,00","-36,13%","Material de Transporte","Material Ferroviário","COBRASMA S/A ON","ON"
"CBMA4","0,01","-0,00","-0,00","93,336","0,00%","0,006","0,00","-1,78","0,00","-11.386,90","-5.249,09%","-12.034.900,00%","0,00","0,00%","15,87%","0,00","-8.174.820.000,00","0,00","-36,13%","Material de Transporte","Material Ferroviário","COBRASMA S/A PN","PN"
"OSAO4","8,98","-0,00","-0,00","0,000","0,00%","0,000","-0,00","-0,00","-0,00","-4,93","-19,01%","-54,76%","0,10","-13,53%","74,98%","0,00","-268.265.000,00","-1,29","-22,17%","Material de Transporte","Material Rodoviário","PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A PN","PN"
"LATS3","22,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,27","11,74%","1,30%","1,67","11,63%","1,84%","0,00","680.646.000,00","0,39","15,37%","","","REXAM BEVERAGE CAN SOUTH AMERICA ON","ON"
"CCHI4","0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%","Construção e Engenharia","Materiais de Construção","CHIARELLI PN","PN"
"ECIS3","211,65","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,53","34,90%","14,18%","1,38","12,48%","7,33%","0,00","129.346.000,00","0,38","4,66%","","","ECISA ON","ON"
"SEBB3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,23","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%","Diversos","Educacional","SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A ON N2","ON N2"
"DUFB11","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","Comércio","Produtos Diversos","DUFRY SOUTH AMERICA LTD. DR3","DR3"
"INHA3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-2,55","-136,13%","-405,81%","1,30","-12,82%","-94,69%","0,00","1.374.350.000,00","0,97","-37,59%","Construção e Engenharia","Construção Civil","GAFISA ON","ON"
"CAML3","8,74","0,00","2,67","0,000","0,00%","0,908","4,14","0,00","-31,40","0,00","0,00%","0,00%","1,53","0,00%","0,00%","8.222.710,00","1.341.490.000,00","1,04","0,00%","Alimentos","Alimentos Diversos","CAMIL ON NM","ON NM"
"GALO3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,00","13,98%","-184,58%","0,00","39,37%","7,62%","0,00","-60.607.000,00","0,00","-28,97%","","","EMEEGE ESCAPAMENTOS ON","ON"
"BERG3","33,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-10,49","-8,60%","-32,60%","0,46","-5,58%","-102,71%","0,00","9.538.000,00","2,86","-8,00%","","","BERGAMO ON","ON"
"PTIP4","25,15","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,62","13,73%","7,55%","0,70","23,13%","-121,74%","0,00","-155.957.000,00","-9,02","62,11%","Petróleo, Gás e Biocombustíveis","Distribuição de Combustíveis","IPIRANGA PETROQUIMICA SA PN","PN"
"MLPA3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-2,08","6,66%","8,92%","0,00","0,00%","45,13%","0,00","44.578.000,00","0,00","-7,51%","Madeira e Papel","Papel e Celulose","MELHORAMENTOS PAPEIS ON","ON"
"SALM3","5,70","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,10","10,22%","4,13%","1,31","25,78%","19,53%","0,00","475.600.000,00","0,80","24,53%","","","SEARA ALIMENTOS ON","ON"
"CRFB3","16,10","0,00","4,01","0,000","0,00%","1,159","-30,32","0,00","-5,22","0,00","0,00%","0,00%","0,92","0,00%","0,00%","51.227.400,00","7.955.000.000,00","0,60","0,00%","Comércio e Distribuição","Alimentos","CARREFOUR BR ON NM","ON NM"
"CSPC3","1,24","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,43","38,62%","18,85%","1,43","29,18%","45,33%","0,00","2.126.670.000,00","1,48","41,15%","","","COSIPA ON","ON"
"ARPS4","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%","","","DOUAT CIA TEXTIL PN","PN"
"VVAX3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%","0,00","144.676.000,00","1,55","0,00%","","","VIVAX SA ON","ON"
"SLCP3","610,02","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","","","SULACAP ON","ON"
"REPA3","1,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","4,54","5,18%","1,22%","1,99","4,05%","1,91%","0,00","378.378.000,00","0,42","1,09%","","","ELECTROLUX ON","ON"
"DAYC3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,69%","0,00","2.827.660.000,00","0,00","4,36%","Financeiros","Bancos","Daycoval ON N1","ON N1"
"SGEN3","5,00","0,00","0,77","593,760","0,00%","0,493","-8,34","-31,73","-2,01","-32,42","-1.871,17%","0,00%","0,65","-1,59%","0,00%","0,00","156.981.000,00","0,02","-59,85%","Construção e Engenharia","Construção Civil","SERGEN ON","ON"
"LECO3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-3,00","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%","Alimentos","Grãos e Derivados","LECO ON","ON"
"CMMA4","0,81","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,03","0,00%","0,00%","0,00","0,00%","-1,92%","0,00","-79.623.000,00","0,00","0,00%","","","CMA PARTICIPACOES SA PN","PN"
"MMAQ3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","5,26","-4,11%","3,73%","4,07","-10,91%","7,04%","0,00","114.807.000,00","0,00","-7,77%","Comércio","Material de Transporte","MINASMÁQUINAS S/A ON","ON"
"BOBR3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,17","8,57%","6,59%","0,59","20,16%","-32,44%","0,00","-216.557.000,00","-0,67","-0,99%","Prods. de Uso Pessoal e de Limpeza","Produtos de Limpeza","BOMBRIL SA ON","ON"
"SBSP3","33,82","0,00","0,00","0,000","3,56%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","50.843.300,00","0,00","0,00","-0,77%","Água e Saneamento","Água e Saneamento","SABESP ON NM","ON NM"
"BBTG11","15,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","3.183.760,00","0,00","0,00","0,00%","Financeiros","Bancos","BTG PACTUAL UNITS UNT","UNT"
"ECIS4","145,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,53","34,90%","14,18%","1,38","12,48%","7,33%","0,00","129.346.000,00","0,38","4,66%","","","ECISA PN","PN"
"SEBB4","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,23","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%","Diversos","Educacional","SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A PN N2","PN N2"
"RPAD3","2,86","0,00","0,00","0,000","0,01%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","214,75","0,00","0,00","0,00%","Financeiros","Bancos","ALFA HOLDINGS ON","ON"
"GALO4","0,25","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-0,00","13,98%","-184,58%","0,00","39,37%","7,62%","0,00","-60.607.000,00","0,00","-28,97%","","","EMEEGE ESCAPAMENTOS PN","PN"
"PRBC3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,73%","0,00","1.262.190.000,00","0,00","2,40%","Financeiros","Bancos","Parana ON N1","ON N1"
"AGEI3","7,80","0,00","1,25","0,000","0,00%","0,470","1,39","0,00","-12,59","0,00","0,00%","0,00%","2,45","0,00%","0,00%","0,00","1.878.210.000,00","1,01","0,00%","Construção e Engenharia","Construção Civil","AGRE EMP IMOB ON NM","ON NM"
"CAMB3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","8,39","5,85%","-8,07%","0,61","7,91%","54,35%","0,00","-40.742.000,00","-3,39","-0,08%","Tecidos, Vestuário e Calçados","Calçados","PENALTY ON","ON"
"SALM4","5,90","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,10","10,22%","4,13%","1,31","25,78%","19,53%","0,00","475.600.000,00","0,80","24,53%","","","SEARA ALIMENTOS PN","PN"
"GBIO33","26,40","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","1,91","0,00%","0,00%","10.075.000,00","175.618.000,00","2,83","0,00%","Saúde","Medicamentos e Outros Produtos","BIOTOSCANA DR3","DR3"
"CSPC4","1,20","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","1,43","38,62%","18,85%","1,43","29,18%","45,33%","0,00","2.126.670.000,00","1,48","41,15%","","","COSIPA PN","PN"
"VVAX4","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%","0,00","144.676.000,00","1,55","0,00%","","","VIVAX SA PN","PN"
"SASG3","0,98","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","Previdência e Seguros","Seguradoras","SUL AMERICA SEGUROS ON","ON"
"REPA4","1,08","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","4,54","5,18%","1,22%","1,99","4,05%","1,91%","0,00","378.378.000,00","0,42","1,09%","","","ELECTROLUX PN","PN"
"BMEF3","11,00","0,00","4,16","0,000","0,00%","3,482","10,24","0,00","11,30","0,00","0,00%","0,00%","3,70","0,00%","0,00%","0,00","2.674.780.000,00","0,00","0,00%","Serviços Financeiros Diversos","Serviços Financeiros Diversos","BMF ON","ON"
"SGEN4","0,60","0,00","0,09","71,251","0,00%","0,059","-1,00","-3,81","-0,24","-4,50","-1.871,17%","0,00%","0,65","-1,59%","0,00%","0,00","156.981.000,00","0,02","-59,85%","Construção e Engenharia","Construção Civil","SERGEN PN","PN"
"CSAB3","55,00","0,00","0,00","0,000","14,02%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","513,66","0,00","0,00","0,00%","Previdência e Seguros","Seguradoras","COMPANHIA DE SEGUROS ALIANÇA DA BAHIA ON","ON"
"TNEP3","3,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,09","20,92%","25,42%","2,39","20,53%","22,80%","0,00","955.105.000,00","0,06","8,15%","","","TELE NORDESTE CELULAR PARTICIPAÇÕES S.A. ON","ON"
"RPAD5","5,79","0,00","0,00","0,000","7,79%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","8.958,16","0,00","0,00","0,00%","Financeiros","Bancos","ALFA HOLDINGS PNA","PNA"
"ABCB3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,44%","0,00","3.089.920.000,00","0,00","10,23%","Financeiros","Bancos","ABC Brasil ON N2","ON N2"
"MSAN3","6,44","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,21","6,27%","2,42%","1,18","11,78%","11,81%","0,00","2.533.030.000,00","0,39","101,35%","","","BUNGE BRASIL S.A. ON","ON"
"SFSA3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%","Financeiros","Bancos","Sofisa ON N1","ON N1"
"BBTG13","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-78,97%","0,00","323.295.000,00","0,00","0,00%","Financeiros","Gestão de Recursos e Investimentos","BTG PACTUAL DR3 A","DR3 A"
"CCHI3","0,02","0,00","-0,01","0,000","0,00%","0,077","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","-160.477.000,00","0,00","20,36%","Construção e Engenharia","Materiais de Construção","CHIARELLI ON","ON"
"BOVH3","15,71","0,00","6,16","0,000","0,00%","4,874","6,90","0,00","6,91","0,00","0,00%","0,00%","4,40","0,00%","0,00%","0,00","1.843.320.000,00","0,00","0,00%","Serviços Financeiros Diversos","Serviços Financeiros Diversos","Bovespa Hld ON NM","ON NM"
"IRBR3","29,95","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","30.780.000,00","0,00","0,00","0,00%","Previdência e Seguros","Seguradoras","IRBBRASIL RE ON NM","ON NM"
"ESTC4","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,74","20,12%","16,65%","1,64","17,41%","20,02%","0,00","2.735.400.000,00","0,38","21,04%","Diversos","Educacional","Estacio Part PN N2","PN N2"
"PINE3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-3,23%","0,00","1.126.710.000,00","0,00","-51,71%","Financeiros","Bancos","Pine ON N1","ON N1"
"PTIP3","22,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","3,62","13,73%","7,55%","0,70","23,13%","-121,74%","0,00","-155.957.000,00","-9,02","62,11%","Petróleo, Gás e Biocombustíveis","Distribuição de Combustíveis","IPIRANGA PETROQUIMICA SA ON","ON"
"ALBA3","2,15","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,27","9,50%","9,62%","1,83","20,40%","19,77%","0,00","354.860.000,00","0,03","14,69%","","","DANA-ALBARUS S/A INDÚSTRIA E COMÉRCIO ON","ON"
"ILLS4","100,01","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,73","8,43%","-10,22%","0,50","8,14%","36,09%","0,00","-18.567.000,00","-0,22","9,33%","","","LINHAS CIRCULO PN","PN"
"BBSE3","29,05","0,00","0,00","0,000","5,65%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","128.469.000,00","0,00","0,00","0,00%","Previdência e Seguros","Seguradoras","BBSEGURIDADE ON NM","ON NM"
"AZUL4","30,06","0,00","4,33","0,000","0,00%","1,080","-10,06","0,00","-2,33","0,00","0,00%","0,00%","0,73","0,00%","0,00%","19.316.500,00","2.288.170.000,00","1,59","0,00%","Transporte","Transporte Aéreo","AZUL PN","PN"
"BPNM3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,97%","0,00","3.460.210.000,00","0,00","37,28%","Financeiros","Bancos","BANCO PAN ON N1","ON N1"
"CZRS3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%","Financeiros","Bancos","Cruzeiro Sul ON N1","ON N1"
"JFAB4","0,06","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-112,33","0,00%","0,00%","0,00","0,00%","2,34%","0,00","-10.183.000,00","0,00","0,00%","","","JARAGUA FABRIL PN","PN"
"VGOR3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","6,77","4,50%","-4,59%","1,04","6,00%","-24,29%","0,00","135.178.000,00","1,89","4,77%","Alimentos","Laticínios","VIGOR ON","ON"
"ARPS3","0,30","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%","0,00","-12.690.000,00","-1,24","-17,53%","","","DOUAT CIA TEXTIL ON","ON"
"BPAT33","20,00","0,00","0,85","0,000","44,13%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","876.492.000,00","0,00","0,00%","Financeiros","Bancos","Patagonia DR3","DR3"
"CSAB4","54,51","0,00","0,00","0,000","15,56%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","371,66","0,00","0,00","0,00%","Previdência e Seguros","Seguradoras","COMPANHIA DE SEGUROS ALIANÇA DA BAHIA PN","PN"
"OGXP3","3,88","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","274.642,00","0,00","0,00","1,27%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","OGX ON","ON"
"ICPI3","0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","","","CIMENTO ITAU CORUMBA ON","ON"
"BSGR3","1.091,28","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","","","AGF BRASIL SEGUROS ON","ON"
"CPFP4","44,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","0,00%","Energia Elétrica","Energia Elétrica","CPFL - PIRATININGA PN","PN"
"TNEP4","3,95","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","-1,09","20,92%","25,42%","2,39","20,53%","22,80%","0,00","955.105.000,00","0,06","8,15%","","","TELE NORDESTE CELULAR PARTICIPAÇÕES S.A. PN","PN"
"RPAD6","3,10","0,00","0,00","0,000","0,01%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","4.204,05","0,00","0,00","0,00%","Financeiros","Bancos","ALFA HOLDINGS PNB","PNB"
"MSAN4","6,44","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,21","6,27%","2,42%","1,18","11,78%","11,81%","0,00","2.533.030.000,00","0,39","101,35%","","","BUNGE BRASIL S.A. PN","PN"
"ENER5","6,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","-0,00","3,31","11,83%","5,16%","1,39","10,90%","13,34%","0,00","796.812.000,00","1,31","10,20%","Energia Elétrica","Energia Elétrica","ENERSUL PNA","PNA"
"ENER3","10,50","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","-0,00","3,31","11,83%","5,16%","1,39","10,90%","13,34%","0,00","796.812.000,00","1,31","10,20%","Energia Elétrica","Energia Elétrica","ENERSUL ON","ON"
"ENER6","12,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","-0,00","3,31","11,83%","5,16%","1,39","10,90%","13,34%","0,00","796.812.000,00","1,31","10,20%","Energia Elétrica","Energia Elétrica","ENERSUL PNB","PNB"
"BPAR3","18,00","0,00","0,00","0,000","56.260,70%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","27,63%","0,00","909.286.000,00","0,00","18,43%","Financeiros","Bancos","BANPARÁ S.A. ON","ON"
"CAFE4","0,50","0,00","-0,00","0,071","0,00%","0,004","-0,00","-0,13","-0,00","-45,27","-53,07%","2.163,80%","0,02","-2,81%","-64,17%","0,00","-377.387.000,00","-0,98","-11,30%","Alimentos","Café","CAFE SOLUVEL BRASILIA S/A PN","PN"
